Ekipman_ID,Ekipman_Kurulum_Tarihi,Ekipman_Yaşı_Gün,Ekipman_Yaşı_Yıl,Yaş_Kaynak,Toplam_Arıza_Sayisi_Lifetime,İlk_Arıza_Tarihi,Son_Arıza_Tarihi,Arıza_Sayısı_3ay,Arıza_Sayısı_6ay,Arıza_Sayısı_12ay,Summer_Peak_Flag_sum,Winter_Peak_Flag_sum,Time_To_Repair_Hours_mean,Time_To_Repair_Hours_max,Equipment_Class_Primary,Ekipman_Sınıfı,Equipment_Type,Kesinti Ekipman Sınıfı,KOORDINAT_X,KOORDINAT_Y,İl,İlçe,Mahalle,Urban_Customer_Ratio_mean,Rural_Customer_Ratio_mean,MV_Customer_Ratio_mean,Arıza_Nedeni_İlk,Arıza_Nedeni_Son,cause code_<lambda_0>,urban_mv+suburban_mv_Avg,urban_mv+suburban_mv_Max,urban_lv+suburban_lv_Avg,urban_lv+suburban_lv_Max,urban_mv_Avg,urban_mv_Max,urban_lv_Avg,urban_lv_Max,suburban_mv_Avg,suburban_mv_Max,suburban_lv_Avg,suburban_lv_Max,rural_mv_Avg,rural_mv_Max,rural_lv_Avg,rural_lv_Max,total_customer_count_Avg,total_customer_count_Max,component_voltage,MARKA,MARKA_MODEL,FIRMA,Arıza_Nedeni_Çeşitlilik,Arıza_Nedeni_Tutarlılık,MTBF_Gün,MTBF_Lifetime_Gün,Baseline_Hazard_Rate,MTBF_Observable_Gün,MTBF_Degradation_Ratio,Is_Degrading,Son_Arıza_Tarihi_Safe,Son_Arıza_Gun_Sayisi,İlk_Arıza_Tarihi_Safe,Ilk_Arizaya_Kadar_Gun,Ilk_Arizaya_Kadar_Yil,Tekrarlayan_Arıza_30gün_Flag,Tekrarlayan_Arıza_90gün_Flag,EDBS_IDATE,EDBS_freq_pct,Katman,Has_Failure_History,Total_Faults,Sebekeye_Baglanma_Tarihi,Güvenilirlik_Skoru,voltage_level,Fault_Count_3M,Fault_Count_12M,Data_Source,TESIS_TARIHI,Fault_Count_6M,Grid_Connection_Date,Is_Healthy,Beklenen_Ömür_Yıl,Yas_Beklenen_Omur_Orani,Age_Risk_Category,Reliability_Score,Time_Since_Last_Normalized,Failure_Free_3M,MTBF_InterFault_Trend,MTBF_InterFault_StdDev,AgeRatio_Recurrence_Interaction,Overdue_Factor,Voltage_Class,Is_MV,Is_LV,Is_HV,Bölge_Tipi,Son_Arıza_Mevsim,Kentsel_Müşteri_Oranı,Kırsal_Müşteri_Oranı,OG_Müşteri_Oranı,Ekipman_Yoğunluk_Skoru,Tek_Neden_Flag,Çok_Nedenli_Flag,Neden_Değişim_Flag
2089877.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2024-04-18 15:17:36,2024-04-18 15:17:36,1.0,1.0,1.0,0,0,0.9863888888888888,0.9863888888888888,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.387707,38.312691,Alaşehir Departmanı,Alaşehir,Azitepe,0.5,0.0,0.5,OG Sigorta Atığı,OG Sigorta Atığı,OG Sigorta Atığı,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2024-04-18 15:17:36,67.0,2024-04-18 15:17:36,2439.0,6.677618069815195,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,0,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.5,0.0,0.5,0.014705882352941176,1,0,0
2090083.0,2019-05-15,1868.0,5.114305270362765,GRID_CONNECTION,1,2023-12-12 16:27:26,2023-12-12 16:27:26,0.0,0.0,1.0,0,1,0.6108333333333333,0.6108333333333333,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.543497,38.358936,Alaşehir Departmanı,Alaşehir,Yeni,0.0,0.0,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,108.0,108.0,,,,,,,,,0.0,0.0,0.0,0.0,108.0,108.0,34500.0,,,,1.0,1.0,,1868.0,0.0005353319057815,,,0,2023-12-12 16:27:26,195.0,2023-12-12 16:27:26,1672.0,4.577686516084873,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2045722108145106,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Kış,0.0,0.0,0.0,0.00510204081632653,1,0,0
2092227.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-11-04 08:07:31,2023-11-04 08:07:31,0.0,0.0,1.0,0,0,0.8941666666666667,0.8941666666666667,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.560547,38.406643,Alaşehir Departmanı,Alaşehir,Tepekoy,0.0,0.9736842105263158,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,37.0,37.0,37.0,37.0,34500.0,ORTAKLAR BİRLİK,HSTA,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-11-04 08:07:31,233.0,2023-11-04 08:07:31,2273.0,6.223134839151267,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Sonbahar,0.0,0.9736842105263158,0.0,0.004273504273504274,1,0,0
2092230.0,2018-09-19,2106.0,5.765913757700205,GRID_CONNECTION,1,2023-07-16 12:57:25,2023-07-16 12:57:25,0.0,0.0,1.0,1,0,4.076666666666667,4.076666666666667,Ayırıcı,AG Anahtar,Ayırıcı,Ayırıcı,28.582209,38.398666,Alaşehir Departmanı,Alaşehir,Isiklar,0.0,0.991150442477876,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,112.0,112.0,112.0,112.0,34500.0,MARKA YOK,HSA,,1.0,1.0,,2106.0,0.0004748338081671,,,0,2023-07-16 12:57:25,344.0,2023-07-16 12:57:25,1761.0,4.82135523613963,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2306365503080082,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Yaz,0.0,0.991150442477876,0.0,0.002898550724637681,1,0,0
2094285.0,2019-06-20,1832.0,5.01574264202601,GRID_CONNECTION,1,2023-09-22 16:23:38,2023-09-22 16:23:38,0.0,0.0,1.0,1,0,1.801111111111111,1.801111111111111,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.521702,38.364399,Alaşehir Departmanı,Alaşehir,Baklaci,0.0,0.994535519125683,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,182.0,182.0,182.0,182.0,34500.0,ETİKET YOK,,,1.0,1.0,,1832.0,0.0005458515283842,,,0,2023-09-22 16:23:38,276.0,2023-09-22 16:23:38,1555.0,4.257357973990418,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.20062970568104038,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Sonbahar,0.0,0.994535519125683,0.0,0.0036101083032490976,1,0,0
2094324.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2021-01-19 18:04:26,2021-01-19 18:04:26,0.0,0.0,0.0,0,1,2.6238888888888887,2.6238888888888887,Ayırıcı,Ayırıcı,Ayırıcı,Kesici,28.5605,38.4069,Alaşehir Departmanı,Alaşehir,Tepekoy,0.0,0.9230769230769232,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,12.0,12.0,12.0,12.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2021-01-19 18:04:26,1252.0,2021-01-19 18:04:26,1254.0,3.433264887063655,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Kış,0.0,0.9230769230769232,0.0,0.0007980845969672786,1,0,0
2095468.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-06-27 19:31:45,2023-06-27 19:31:45,0.0,0.0,1.0,1,0,1.093888888888889,1.093888888888889,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.566425,38.325775,Alaşehir Departmanı,Alaşehir,Badinca,0.0,0.9931972789115646,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,146.0,146.0,146.0,146.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-06-27 19:31:45,363.0,2023-06-27 19:31:45,2143.0,5.867214236824093,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Yaz,0.0,0.9931972789115646,0.0,0.0027472527472527475,1,0,0
2103703.0,2018-09-19,2106.0,5.765913757700205,GRID_CONNECTION,1,2022-10-29 16:16:05,2022-10-29 16:16:05,0.0,0.0,0.0,0,0,1.501111111111111,1.501111111111111,Ayırıcı,AG Anahtar,Ayırıcı,Ayırıcı,28.160309,38.470108,Salihli Departmanı,Salihli,Kurtulus,0.0,0.0,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,286.0,286.0,,,,,,,,,0.0,0.0,0.0,0.0,286.0,286.0,15800.0,,,,1.0,1.0,,2106.0,0.0004748338081671,,,0,2022-10-29 16:16:05,604.0,2022-10-29 16:16:05,1501.0,4.1095140314852845,0,0,,,,,,,,15800.0,,,Failed_Equipment,,,,False,25,0.2306365503080082,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Sonbahar,0.0,0.0,0.0,0.001652892561983471,1,0,0
2105507.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2024-03-12 18:08:19,2024-03-12 18:08:19,0.0,1.0,1.0,0,0,0.9452777777777778,0.9452777777777778,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.246431,38.514381,MANISA,Salihli,Koseali,0.0,0.9985443959243084,0.0465793304221251,OG Sigorta Atığı,OG Sigorta Atığı,OG Sigorta Atığı,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,654.0,654.0,686.0,686.0,34500.0,,,,1.0,1.0,,2377.0,0.0004206983592763,,,0,2024-03-12 18:08:19,104.0,2024-03-12 18:08:19,2272.0,6.220396988364135,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.9985443959243084,0.0465793304221251,0.009523809523809525,1,0,0
2105616.0,2018-09-19,2106.0,5.765913757700205,GRID_CONNECTION,1,2022-09-05 08:03:00,2022-09-05 08:03:00,0.0,0.0,0.0,1,0,6.430555555555555,6.430555555555555,Ayırıcı,AG Anahtar,Ayırıcı,Ayırıcı,28.055475,38.480034,Salihli Departmanı,Salihli,Caltili,0.0,0.9876543209876544,0.0123456790123456,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,79.0,79.0,80.0,80.0,15800.0,,,,1.0,1.0,,2106.0,0.0004748338081671,,,0,2022-09-05 08:03:00,658.0,2022-09-05 08:03:00,1447.0,3.961670088980151,0,0,,,,,,,,15800.0,,,Failed_Equipment,,,,False,25,0.2306365503080082,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Sonbahar,0.0,0.9876543209876544,0.0123456790123456,0.0015174506828528073,1,0,0
2108222.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2021-04-27 16:58:07,2021-04-27 16:58:07,0.0,0.0,0.0,0,0,1.1541666666666666,1.1541666666666666,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.2186,38.6039,Salihli Departmanı,Salihli,Adala,0.0,0.8888888888888888,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,8.0,8.0,8.0,8.0,34500.0,,,,1.0,1.0,,2377.0,0.0004206983592763,,,0,2021-04-27 16:58:07,1154.0,2021-04-27 16:58:07,1222.0,3.345653661875428,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.8888888888888888,0.0,0.0008658008658008658,1,0,0
2109008.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2021-05-10 07:06:56,2021-05-10 07:06:56,0.0,0.0,0.0,0,0,2.410555555555556,2.410555555555556,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.1484,38.5705,Salihli Departmanı,Salihli,Suleymaniye,0.0,0.75,0.75,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,3.0,3.0,34500.0,,,,1.0,1.0,,2377.0,0.0004206983592763,,,0,2021-05-10 07:06:56,1141.0,2021-05-10 07:06:56,1235.0,3.381245722108145,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.75,0.75,0.0008756567425569177,1,0,0
2109547.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2023-08-26 15:15:22,2023-08-26 15:15:22,0.0,0.0,1.0,1,0,1.9533333333333331,1.9533333333333331,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.12759,38.656796,Salihli Departmanı,Salihli,Kemer,0.0,0.5,0.5,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,34500.0,,,,2.0,0.5,,2377.0,0.0004206983592763,,,0,2023-08-26 15:15:22,303.0,2023-08-26 15:15:22,2073.0,5.675564681724846,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Yaz,0.0,0.5,0.5,0.003289473684210526,0,0,0
2110060.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2024-03-08 18:15:16,2024-03-08 18:15:16,0.0,1.0,1.0,0,0,1.806111111111111,1.806111111111111,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.291328,38.62949,Salihli Departmanı,Salihli,Ortakoy,0.0,0.8571428571428571,0.0,OG Sigorta Atığı,OG Sigorta Atığı,OG Sigorta Atığı,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,34500.0,,,,1.0,1.0,,2377.0,0.0004206983592763,,,0,2024-03-08 18:15:16,108.0,2024-03-08 18:15:16,2268.0,6.209445585215605,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.8571428571428571,0.0,0.009174311926605505,1,0,0
